message,concepts
"(45, 23, 36, 0)","[((1, 14, 9), (1, 1, 1))]"
"(45, 23, 44, 0)","[((7, 0, 4), (1, 1, 1))]"
"(45, 36, 19, 0)","[((12, 2, 3), (1, 1, 1)), ((12, 2, 7), (1, 1, 1)), ((12, 2, 13), (1, 1, 1)), ((12, 2, 1), (1, 1, 1)), ((11, 2, 3), (1, 1, 1)), ((11, 2, 13), (1, 1, 1)), ((11, 2, 3), (1, 1, 1)), ((11, 14, 1), (1, 1, 1)), ((11, 2, 7), (1, 1, 1)), ((11, 2, 7), (1, 1, 1))]"
"(45, 36, 36, 0)","[((1, 2, 1), (1, 1, 1)), ((1, 2, 1), (1, 1, 1)), ((1, 2, 13), (1, 1, 1)), ((1, 2, 13), (1, 1, 1)), ((1, 2, 14), (1, 1, 1))]"
"(45, 36, 40, 0)","[((12, 2, 13), (1, 1, 1))]"
"(45, 40, 22, 0)","[((13, 2, 13), (1, 1, 1))]"
"(45, 41, 19, 0)","[((10, 2, 1), (1, 1, 1))]"
"(45, 44, 23, 0)","[((7, 12, 1), (1, 1, 1))]"
"(45, 45, 44, 0)","[((0, 0, 11), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((9, 14, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1))]"
"(45, 45, 45, 0)","[((9, 15, 9), (1, 1, 1)), ((9, 12, 7), (1, 1, 1)), ((9, 12, 1), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((9, 15, 9), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((0, 12, 7), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 12, 7), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((9, 15, 9), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((9, 12, 7), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((0, 12, 7), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((9, 15, 9), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 12, 1), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 12, 7), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((9, 12, 1), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((9, 12, 7), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((9, 12, 7), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 12, 1), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((9, 15, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((9, 12, 14), (1, 1, 1)), ((9, 15, 11), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((9, 12, 7), (1, 1, 1)), ((9, 12, 3), (1, 1, 1)), ((9, 0, 11), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((9, 0, 9), (1, 1, 1)), ((0, 0, 9), (1, 1, 1)), ((0, 12, 3), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((0, 12, 14), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((0, 0, 4), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((0, 0, 11), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((0, 12, 13), (1, 1, 1)), ((9, 0, 4), (1, 1, 1)), ((9, 15, 9), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((0, 15, 9), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((0, 15, 4), (1, 1, 1)), ((9, 15, 4), (1, 1, 1)), ((9, 15, 9), (1, 1, 1))]"
"(46, 5, 5, 0)","[((15, 3, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 11, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0))]"
"(46, 5, 22, 0)","[((15, 11, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 15, 14), (1, 1, 1)), ((15, 11, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 11, '?'), (1, 1, 0)), ((15, 11, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 11, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 15, '?'), (1, 1, 0)), ((15, 11, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0)), ((15, 14, '?'), (1, 1, 0))]"
"(46, 5, 45, 0)","[((15, 15, 14), (1, 1, 1))]"
"(46, 16, 5, 0)","[((6, 9, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((6, 9, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((15, 12, '?'), (1, 1, 0)), ((6, 4, '?'), (1, 1, 0)), ((15, 4, '?'), (1, 1, 0))]"
"(46, 16, 16, 0)","[((6, 4, '?'), (1, 1, 0))]"
"(46, 22, 22, 0)","[((15, 14, 15), (1, 1, 1)), ((15, 2, 10), (1, 1, 1))]"
"(46, 45, 5, 0)","[((15, 15, 14), (1, 1, 1)), ((15, 15, 14), (1, 1, 1)), ((15, 15, 14), (1, 1, 1))]"
"(46, 45, 19, 0)","[((15, 15, 14), (1, 1, 1))]"
"(46, 45, 22, 0)","[((15, 15, 13), (1, 1, 1)), ((15, 15, 3), (1, 1, 1)), ((15, 0, 14), (1, 1, 1)), ((15, 0, 14), (1, 1, 1)), ((15, 15, 13), (1, 1, 1)), ((15, 0, 13), (1, 1, 1)), ((15, 0, 13), (1, 1, 1)), ((15, 0, 14), (1, 1, 1)), ((6, 14, 3), (1, 1, 1)), ((15, 15, 13), (1, 1, 1)), ((15, 0, 13), (1, 1, 1)), ((15, 15, 14), (1, 1, 1))]"
"(46, 45, 45, 0)","[((15, 0, 14), (1, 1, 1)), ((15, 0, 14), (1, 1, 1))]"
"(46, 46, 5, 0)","[((15, 1, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0)), ((15, 3, '?'), (1, 1, 0)), ((15, 1, '?'), (1, 1, 0)), ((15, 5, '?'), (1, 1, 0))]"
"(46, 46, 22, 0)","[((15, 15, '?'), (1, 1, 0)), ((15, 0, '?'), (1, 1, 0))]"
"(47, 2, 2, 0)","[((1, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((1, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1)), ((7, 12, 2), (1, 1, 1))]"
"(47, 2, 5, 0)","[((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1)), ((14, 12, 2), (1, 1, 1))]"
"(47, 2, 19, 0)","[((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1)), ((10, 12, 2), (1, 1, 1))]"
"(47, 5, 5, 0)","[(('?', '?', 2), (0, 0, 1)), (('?', '?', 2), (0, 0, 1)), (('?', '?', 2), (0, 0, 1))]"
"(47, 6, 22, 0)","[((9, 15, 2), (1, 1, 1))]"
"(47, 10, 10, 0)","[((13, 6, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 13, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1))]"
"(47, 10, 12, 0)","[((13, 6, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1)), ((13, 6, 2), (1, 1, 1))]"
"(47, 10, 19, 0)","[((13, '?', 2), (1, 0, 1)), ((13, '?', 2), (1, 0, 1)), ((13, '?', 2), (1, 0, 1)), ((13, '?', 2), (1, 0, 1))]"
"(47, 10, 32, 0)","[((13, 13, 2), (1, 1, 1)), ((13, 13, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 13, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1)), ((13, 10, 2), (1, 1, 1)), ((13, 13, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1)), ((13, 8, 2), (1, 1, 1))]"
"(47, 12, 5, 0)","[(('?', 4, 8), (0, 1, 1)), ((12, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((11, '?', 2), (1, 0, 1)), (('?', '?', 2), (0, 0, 1)), (('?', 9, 0), (0, 1, 1)), ((11, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((11, '?', 2), (1, 0, 1)), ((11, '?', 2), (1, 0, 1)), ((11, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((11, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1)), ((12, '?', 2), (1, 0, 1))]"
"(47, 12, 6, 0)","[((1, 9, 2), (1, 1, 1)), ((1, 9, 2), (1, 1, 1))]"
"(47, 12, 9, 0)","[((10, 7, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1)), ((12, 7, 2), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1))]"
"(47, 12, 10, 0)","[((13, 6, 2), (1, 1, 1)), ((13, 13, 2), (1, 1, 1))]"
"(47, 12, 12, 0)","[((12, 7, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((12, 7, 2), (1, 1, 1)), ((12, 7, 2), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((12, 6, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((12, 7, 2), (1, 1, 1)), ((10, 7, 2), (1, 1, 1)), ((10, 6, 2), (1, 1, 1)), ((11, 6, 2), (1, 1, 1)), ((10, 4, 0), (1, 1, 1))]"
"(47, 12, 14, 0)","[((12, 8, 2), (1, 1, 1)), ((11, 13, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((11, 13, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((12, 10, 2), (1, 1, 1)), ((12, 10, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((11, 13, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((12, 10, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((12, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((12, 10, 2), (1, 1, 1)), ((11, 13, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((10, 8, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((11, 8, 2), (1, 1, 1)), ((10, 13, 2), (1, 1, 1)), ((11, 13, 2), (1, 1, 1)), ((10, 10, 2), (1, 1, 1)), ((12, 10, 2), (1, 1, 1))]"
"(47, 12, 19, 0)","[((13, '?', 2), (1, 0, 1))]"
"(47, 12, 32, 0)","[((11, 8, 2), (1, 1, 1))]"
"(47, 12, 40, 0)","[((7, 0, 2), (1, 1, 1)), ((13, 9, 0), (1, 1, 1)), ((13, 9, 8), (1, 1, 1)), ((13, 9, 0), (1, 1, 1)), ((13, 9, 0), (1, 1, 1)), ((13, 9, 0), (1, 1, 1)), ((13, 9, 8), (1, 1, 1))]"
"(47, 12, 47, 0)","[((11, 9, 8), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), (('?', 4, 2), (0, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((12, 9, 2), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((7, 4, 2), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((13, 9, 2), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((12, 9, 2), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 9, 2), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((12, 4, 2), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((12, 9, 2), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((10, 4, 8), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((12, 9, 2), (1, 1, 1)), ((13, 9, 2), (1, 1, 1)), (('?', 4, 8), (0, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((11, 9, 8), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((12, 4, 8), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), ((10, 9, 0), (1, 1, 1)), ((10, 9, 2), (1, 1, 1)), ((10, 9, 8), (1, 1, 1)), ((11, 4, 0), (1, 1, 1)), ((12, 4, 0), (1, 1, 1)), ((10, 4, 0), (1, 1, 1)), ((12, 9, 0), (1, 1, 1)), ((12, 9, 8), (1, 1, 1)), ((10, 9, 2), (1, 1, 1))]"
"(47, 14, 5, 0)","[(('?', 13, 2), (0, 1, 1)), (('?', 13, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1))]"
"(47, 14, 10, 0)","[(('?', 13, 2), (0, 1, 1))]"
"(47, 14, 14, 0)","[((14, 13, 2), (1, 1, 1)), ((14, 13, 2), (1, 1, 1))]"
"(47, 14, 16, 0)","[(('?', 8, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1)), (('?', 13, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1)), (('?', 13, 2), (0, 1, 1)), (('?', 8, 2), (0, 1, 1))]"
"(47, 16, 5, 0)","[(('?', 9, 12), (0, 1, 1)), (('?', 12, '?'), (0, 1, 0)), (('?', 9, 15), (0, 1, 1)), (('?', 4, 12), (0, 1, 1)), (('?', 9, 15), (0, 1, 1)), (('?', 4, 10), (0, 1, 1)), (('?', 9, 12), (0, 1, 1)), (('?', 4, 15), (0, 1, 1)), (('?', 4, 15), (0, 1, 1)), (('?', 9, 12), (0, 1, 1)), (('?', 4, 12), (0, 1, 1)), (('?', 9, 12), (0, 1, 1)), (('?', 9, 12), (0, 1, 1)), (('?', 4, 10), (0, 1, 1)), (('?', 4, 10), (0, 1, 1)), (('?', 9, 15), (0, 1, 1)), (('?', 9, 12), (0, 1, 1)), (('?', 9, 15), (0, 1, 1)), (('?', 4, 12), (0, 1, 1)), (('?', 9, 12), (0, 1, 1))]"
"(47, 16, 16, 0)","[((15, 12, 2), (1, 1, 1)), ((15, 12, 2), (1, 1, 1))]"
"(47, 19, 2, 0)","[((13, 4, 12), (1, 1, 1)), ((13, 4, 10), (1, 1, 1))]"
"(47, 19, 19, 0)","[((13, 12, 2), (1, 1, 1)), ((13, 4, 12), (1, 1, 1)), ((13, 12, 2), (1, 1, 1)), ((13, 12, 2), (1, 1, 1)), ((13, 12, 2), (1, 1, 1)), ((13, 4, 12), (1, 1, 1)), ((13, 12, 2), (1, 1, 1)), ((13, 12, 2), (1, 1, 1)), ((13, 4, 12), (1, 1, 1))]"
"(47, 22, 22, 0)","[((9, 0, 2), (1, 1, 1)), ((0, 0, 2), (1, 1, 1))]"
"(47, 22, 40, 0)","[((12, 14, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1)), ((10, 2, 2), (1, 1, 1)), ((11, 14, 2), (1, 1, 1)), ((12, 14, 2), (1, 1, 1)), ((11, 2, 2), (1, 1, 1))]"
"(47, 22, 41, 0)","[((0, 0, 2), (1, 1, 1)), ((9, 0, 2), (1, 1, 1)), ((0, 0, 2), (1, 1, 1)), ((0, 14, 2), (1, 1, 1)), ((9, 0, 2), (1, 1, 1)), ((9, 0, 2), (1, 1, 1)), ((9, 0, 2), (1, 1, 1)), ((9, 15, 2), (1, 1, 1)), ((0, 15, 2), (1, 1, 1))]"
